,protocol_type,protocol_name,Algorithm,Simulation_Number,Task Id,Mission Id,Task Importance,Max Players,Initial Workload,Arrival Delay,Abandonment Counter,Total Abandonment Counter,Total Time In System,Total Time Since First Arrival,Time Taken (In System) Relative To Optimal,Time Taken (First Arrival) Relative To Optimal,Cap,Is Done,Abandonment Penalty,Utility,map_size,max_nclo,converge_threshold
92,Delay,Pois(1000^d)+TS,FMC_ATA,3,8,22,46720.93931514355,4,46720.93931514355,2173.1629340510294,0,0,25601.605444901572,23428.442510850542,0.45623056155300395,0.49854935185624727,23326.483230932394,True,0,18552.856513089195,9000X9000,100000,1e-05
93,Delay,Pois(1000^d)+TS,FMC_ATA,3,3,5,33139.951253383595,2,33139.951253383595,663.3558532081253,0,0,17672.22138158317,17008.865528375045,0.9376283416164047,0.9741964035784121,32701.061351700355,True,0,30493.575432147503,9000X9000,100000,1e-05
94,Delay,Pois(1000^d)+TS,FMC_ATA,3,3,7,33139.951253383595,2,33139.951253383595,1053.6699223645703,0,0,18196.05795043323,17142.38802806866,0.9106354613636126,0.9666083628232189,32567.53885200674,True,0,29145.509275626606,9000X9000,100000,1e-05
95,Delay,Pois(1000^d)+TS,FMC_ATA,3,3,6,33139.951253383595,3,33139.951253383595,2422.494403516161,0,0,30344.69215768038,27922.19775416422,0.3640389680143311,0.39562252638752526,16264.403917013908,True,0,12600.590167112856,9000X9000,100000,1e-05
96,Delay,Pois(1000^d)+TS,FMC_ATA,3,9,23,29329.066398948,2,29329.066398948,751.3121260300527,0,0,15574.154150298451,14822.842024268399,0.9415941988215766,0.9893199411735476,29170.757574153606,True,0,26950.66901973243,9000X9000,100000,1e-05
97,Delay,Pois(1000^d)+TS,FMC_ATA,3,9,24,29329.066398948,2,29329.066398948,719.0485893852422,0,0,16037.669226529079,15318.620637143837,0.9143805744051839,0.9573011530761565,28674.978961278164,True,0,26582.832140198992,9000X9000,100000,1e-05
98,Delay,Pois(1000^d)+TS,FMC_ATA,3,9,25,29329.066398948,3,29329.066398948,2971.0520810149114,0,0,32300.11847996291,29329.066398948,0.3026724336129193,0.33333333333333337,9776.355466316,True,0,7148.733324412813,9000X9000,100000,1e-05
99,Delay,Pois(1000^d)+TS,FMC_ATA,3,2,3,34351.7762709337,1,34351.7762709337,1290.7969472907594,0,0,35642.573218224454,34351.7762709337,0.9637849675053551,1.0,34351.7762709337,True,0,29983.723855932472,9000X9000,100000,1e-05
100,Delay,Pois(1000^d)+TS,FMC_ATA,3,2,4,34351.7762709337,3,34351.7762709337,3257.289663663946,0,0,37609.065934597646,34351.7762709337,0.30446361284866447,0.33333333333333337,11450.592090311231,True,0,8124.236227247517,9000X9000,100000,1e-05
101,Delay,Pois(1000^d)+TS,FMC_ATA,3,2,2,34351.7762709337,2,34351.7762709337,3580.289134044036,0,0,37932.06540497773,34351.7762709337,0.4528065622604589,0.5,17175.888135466845,True,0,11778.613105923156,9000X9000,100000,1e-05
102,Delay,Pois(1000^d)+TS,FMC_ATA,3,4,10,106786.78919644727,7,106786.78919644727,1971.6579792572225,0,0,28960.43465777247,26988.776678515245,0.5267619695548397,0.565244426644821,61582.92483644861,True,0,50031.34637569814,9000X9000,100000,1e-05
103,Delay,Pois(1000^d)+TS,FMC_ATA,3,4,8,106786.78919644727,8,106786.78919644727,3137.477515260368,0,0,29812.46773026103,26674.99021500066,0.4477438355767751,0.5004068808261258,67033.95519448267,True,0,48165.02022350195,9000X9000,100000,1e-05
104,Delay,Pois(1000^d)+TS,FMC_ATA,3,4,9,106786.78919644727,6,106786.78919644727,15104.136278071617,0,0,40341.87813666025,25237.741858588633,0.44117425914373376,0.7052056518816926,76054.37759937545,True,0,15488.053616647965,9000X9000,100000,1e-05
105,Delay,Pois(1000^d)+TS,FMC_ATA,3,7,17,57776.410487273315,5,57776.410487273315,798.7537792749702,0,0,30774.927841707577,29976.174062432605,0.3754771467504278,0.3854822190913358,28235.423952359084,True,0,25956.45297043762,9000X9000,100000,1e-05
106,Delay,Pois(1000^d)+TS,FMC_ATA,3,7,19,57776.410487273315,4,57776.410487273315,2541.3696662000416,0,0,39318.278730629376,36776.90906442933,0.3673635542587019,0.3927492274164139,34481.85726770958,True,0,26381.771308172625,9000X9000,100000,1e-05
